#Auto Generated Topology File
#Topology Matrix:  10 * 10  Nodes
#Radio Range:  5.0
-n 100 

43   11   -50
43   12   -50
43   13   -50
43   14   -50
43   15   -50
43   16   -50
43   17   -50
43   20   -50
43   21   -50
43   22   -50
43   23   -50
43   24   -50
43   25   -50
43   26   -50
43   27   -50
43   30   -50
43   31   -50
43   32   -50
43   33   -50
43   34   -50
43   35   -50
43   36   -50
43   37   -50
43   40   -50
43   41   -50
43   42   -50
43   44   -50
43   45   -50
43   46   -50
43   47   -50
43   48   -50
43   50   -50
43   51   -50
43   52   -50
43   53   -50
43   54   -50
43   55   -50
43   56   -50
43   57   -50
43   60   -50
43   61   -50
43   62   -50
43   63   -50
43   64   -50
43   65   -50
43   66   -50
43   67   -50
43   70   -50
43   71   -50
43   72   -50
43   73   -50
43   74   -50
43   75   -50
43   76   -50
43   77   -50
43   80   -50
43   81   -50
43   82   -50
43   83   -50
43   84   -50
43   85   -50
43   86   -50
43   93   -50

44   1   -50
44   2   -50
44   3   -50
44   4   -50
44   5   -50
44   6   -50
44   7   -50
44   10   -50
44   11   -50
44   12   -50
44   13   -50
44   14   -50
44   15   -50
44   16   -50
44   17   -50
44   18   -50
44   20   -50
44   21   -50
44   22   -50
44   23   -50
44   24   -50
44   25   -50
44   26   -50
44   27   -50
44   28   -50
44   30   -50
44   31   -50
44   32   -50
44   33   -50
44   34   -50
44   35   -50
44   36   -50
44   37   -50
44   38   -50
44   40   -50
44   41   -50
44   42   -50
44   43   -50
44   45   -50
44   46   -50
44   47   -50
44   48   -50
44   49   -50
44   50   -50
44   51   -50
44   52   -50
44   53   -50
44   54   -50
44   55   -50
44   56   -50
44   57   -50
44   58   -50
44   60   -50
44   61   -50
44   62   -50
44   63   -50
44   64   -50
44   65   -50
44   66   -50
44   67   -50
44   68   -50
44   70   -50
44   71   -50
44   72   -50
44   73   -50
44   74   -50
44   75   -50
44   76   -50
44   77   -50
44   78   -50
44   81   -50
44   82   -50
44   83   -50
44   84   -50
44   85   -50
44   86   -50
44   87   -50
44   94   -50

45   2   -50
45   3   -50
45   4   -50
45   5   -50
45   6   -50
45   7   -50
45   8   -50
45   11   -50
45   12   -50
45   13   -50
45   14   -50
45   15   -50
45   16   -50
45   17   -50
45   18   -50
45   19   -50
45   21   -50
45   22   -50
45   23   -50
45   24   -50
45   25   -50
45   26   -50
45   27   -50
45   28   -50
45   29   -50
45   31   -50
45   32   -50
45   33   -50
45   34   -50
45   35   -50
45   36   -50
45   37   -50
45   38   -50
45   39   -50
45   40   -50
45   41   -50
45   42   -50
45   43   -50
45   44   -50
45   46   -50
45   47   -50
45   48   -50
45   49   -50
45   51   -50
45   52   -50
45   53   -50
45   54   -50
45   55   -50
45   56   -50
45   57   -50
45   58   -50
45   59   -50
45   61   -50
45   62   -50
45   63   -50
45   64   -50
45   65   -50
45   66   -50
45   67   -50
45   68   -50
45   69   -50
45   71   -50
45   72   -50
45   73   -50
45   74   -50
45   75   -50
45   76   -50
45   77   -50
45   78   -50
45   79   -50
45   82   -50
45   83   -50
45   84   -50
45   85   -50
45   86   -50
45   87   -50
45   88   -50
45   95   -50

46   3   -50
46   4   -50
46   5   -50
46   6   -50
46   7   -50
46   8   -50
46   9   -50
46   12   -50
46   13   -50
46   14   -50
46   15   -50
46   16   -50
46   17   -50
46   18   -50
46   19   -50
46   22   -50
46   23   -50
46   24   -50
46   25   -50
46   26   -50
46   27   -50
46   28   -50
46   29   -50
46   32   -50
46   33   -50
46   34   -50
46   35   -50
46   36   -50
46   37   -50
46   38   -50
46   39   -50
46   41   -50
46   42   -50
46   43   -50
46   44   -50
46   45   -50
46   47   -50
46   48   -50
46   49   -50
46   52   -50
46   53   -50
46   54   -50
46   55   -50
46   56   -50
46   57   -50
46   58   -50
46   59   -50
46   62   -50
46   63   -50
46   64   -50
46   65   -50
46   66   -50
46   67   -50
46   68   -50
46   69   -50
46   72   -50
46   73   -50
46   74   -50
46   75   -50
46   76   -50
46   77   -50
46   78   -50
46   79   -50
46   83   -50
46   84   -50
46   85   -50
46   86   -50
46   87   -50
46   88   -50
46   89   -50
46   96   -50

47   4   -50
47   5   -50
47   6   -50
47   7   -50
47   8   -50
47   9   -50
47   13   -50
47   14   -50
47   15   -50
47   16   -50
47   17   -50
47   18   -50
47   19   -50
47   23   -50
47   24   -50
47   25   -50
47   26   -50
47   27   -50
47   28   -50
47   29   -50
47   33   -50
47   34   -50
47   35   -50
47   36   -50
47   37   -50
47   38   -50
47   39   -50
47   42   -50
47   43   -50
47   44   -50
47   45   -50
47   46   -50
47   48   -50
47   49   -50
47   53   -50
47   54   -50
47   55   -50
47   56   -50
47   57   -50
47   58   -50
47   59   -50
47   63   -50
47   64   -50
47   65   -50
47   66   -50
47   67   -50
47   68   -50
47   69   -50
47   73   -50
47   74   -50
47   75   -50
47   76   -50
47   77   -50
47   78   -50
47   79   -50
47   84   -50
47   85   -50
47   86   -50
47   87   -50
47   88   -50
47   89   -50
47   97   -50

48   5   -50
48   6   -50
48   7   -50
48   8   -50
48   9   -50
48   14   -50
48   15   -50
48   16   -50
48   17   -50
48   18   -50
48   19   -50
48   24   -50
48   25   -50
48   26   -50
48   27   -50
48   28   -50
48   29   -50
48   34   -50
48   35   -50
48   36   -50
48   37   -50
48   38   -50
48   39   -50
48   43   -50
48   44   -50
48   45   -50
48   46   -50
48   47   -50
48   49   -50
48   54   -50
48   55   -50
48   56   -50
48   57   -50
48   58   -50
48   59   -50
48   64   -50
48   65   -50
48   66   -50
48   67   -50
48   68   -50
48   69   -50
48   74   -50
48   75   -50
48   76   -50
48   77   -50
48   78   -50
48   79   -50
48   85   -50
48   86   -50
48   87   -50
48   88   -50
48   89   -50
48   98   -50

49   6   -50
49   7   -50
49   8   -50
49   9   -50
49   15   -50
49   16   -50
49   17   -50
49   18   -50
49   19   -50
49   25   -50
49   26   -50
49   27   -50
49   28   -50
49   29   -50
49   35   -50
49   36   -50
49   37   -50
49   38   -50
49   39   -50
49   44   -50
49   45   -50
49   46   -50
49   47   -50
49   48   -50
49   55   -50
49   56   -50
49   57   -50
49   58   -50
49   59   -50
49   65   -50
49   66   -50
49   67   -50
49   68   -50
49   69   -50
49   75   -50
49   76   -50
49   77   -50
49   78   -50
49   79   -50
49   86   -50
49   87   -50
49   88   -50
49   89   -50
49   99   -50

50   0   -50
50   10   -50
50   11   -50
50   12   -50
50   13   -50
50   20   -50
50   21   -50
50   22   -50
50   23   -50
50   24   -50
50   30   -50
50   31   -50
50   32   -50
50   33   -50
50   34   -50
50   40   -50
50   41   -50
50   42   -50
50   43   -50
50   44   -50
50   51   -50
50   52   -50
50   53   -50
50   54   -50
50   55   -50
50   60   -50
50   61   -50
50   62   -50
50   63   -50
50   64   -50
50   70   -50
50   71   -50
50   72   -50
50   73   -50
50   74   -50
50   80   -50
50   81   -50
50   82   -50
50   83   -50
50   84   -50
50   90   -50
50   91   -50
50   92   -50
50   93   -50

51   1   -50
51   10   -50
51   11   -50
51   12   -50
51   13   -50
51   14   -50
51   20   -50
51   21   -50
51   22   -50
51   23   -50
51   24   -50
51   25   -50
51   30   -50
51   31   -50
51   32   -50
51   33   -50
51   34   -50
51   35   -50
51   40   -50
51   41   -50
51   42   -50
51   43   -50
51   44   -50
51   45   -50
51   50   -50
51   52   -50
51   53   -50
51   54   -50
51   55   -50
51   56   -50
51   60   -50
51   61   -50
51   62   -50
51   63   -50
51   64   -50
51   65   -50
51   70   -50
51   71   -50
51   72   -50
51   73   -50
51   74   -50
51   75   -50
51   80   -50
51   81   -50
51   82   -50
51   83   -50
51   84   -50
51   85   -50
51   90   -50
51   91   -50
51   92   -50
51   93   -50
51   94   -50

52   2   -50
52   10   -50
52   11   -50
52   12   -50
52   13   -50
52   14   -50
52   15   -50
52   20   -50
52   21   -50
52   22   -50
52   23   -50
52   24   -50
52   25   -50
52   26   -50
52   30   -50
52   31   -50
52   32   -50
52   33   -50
52   34   -50
52   35   -50
52   36   -50
52   40   -50
52   41   -50
52   42   -50
52   43   -50
52   44   -50
52   45   -50
52   46   -50
52   50   -50
52   51   -50
52   53   -50
52   54   -50
52   55   -50
52   56   -50
52   57   -50
52   60   -50
52   61   -50
52   62   -50
52   63   -50
52   64   -50
52   65   -50
52   66   -50
52   70   -50
52   71   -50
52   72   -50
52   73   -50
52   74   -50
52   75   -50
52   76   -50
52   80   -50
52   81   -50
52   82   -50
52   83   -50
52   84   -50
52   85   -50
52   86   -50
52   90   -50
52   91   -50
52   92   -50
52   93   -50
52   94   -50
52   95   -50

53   3   -50
53   10   -50
53   11   -50
53   12   -50
53   13   -50
53   14   -50
53   15   -50
53   16   -50
53   20   -50
53   21   -50
53   22   -50
53   23   -50
53   24   -50
53   25   -50
53   26   -50
53   27   -50
53   30   -50
53   31   -50
53   32   -50
53   33   -50
53   34   -50
53   35   -50
53   36   -50
53   37   -50
53   40   -50
53   41   -50
53   42   -50
53   43   -50
53   44   -50
53   45   -50
53   46   -50
53   47   -50
53   50   -50
53   51   -50
53   52   -50
53   54   -50
53   55   -50
53   56   -50
53   57   -50
53   58   -50
53   60   -50
53   61   -50
53   62   -50
53   63   -50
53   64   -50
53   65   -50
53   66   -50
53   67   -50
53   70   -50
53   71   -50
53   72   -50
53   73   -50
53   74   -50
53   75   -50
53   76   -50
53   77   -50
53   80   -50
53   81   -50
53   82   -50
53   83   -50
53   84   -50
53   85   -50
53   86   -50
53   87   -50
53   90   -50
53   91   -50
53   92   -50
53   93   -50
53   94   -50
53   95   -50
53   96   -50

54   4   -50
54   11   -50
54   12   -50
54   13   -50
54   14   -50
54   15   -50
54   16   -50
54   17   -50
54   20   -50
54   21   -50
54   22   -50
54   23   -50
54   24   -50
54   25   -50
54   26   -50
54   27   -50
54   28   -50
54   30   -50
54   31   -50
54   32   -50
54   33   -50
54   34   -50
54   35   -50
54   36   -50
54   37   -50
54   38   -50
54   40   -50
54   41   -50
54   42   -50
54   43   -50
54   44   -50
54   45   -50
54   46   -50
54   47   -50
54   48   -50
54   50   -50
54   51   -50
54   52   -50
54   53   -50
54   55   -50
54   56   -50
54   57   -50
54   58   -50
54   59   -50
54   60   -50
54   61   -50
54   62   -50
54   63   -50
54   64   -50
54   65   -50
54   66   -50
54   67   -50
54   68   -50
54   70   -50
54   71   -50
54   72   -50
54   73   -50
54   74   -50
54   75   -50
54   76   -50
54   77   -50
54   78   -50
54   80   -50
54   81   -50
54   82   -50
54   83   -50
54   84   -50
54   85   -50
54   86   -50
54   87   -50
54   88   -50
54   91   -50
54   92   -50
54   93   -50
54   94   -50
54   95   -50
54   96   -50
54   97   -50

55   5   -50
55   12   -50
55   13   -50
55   14   -50
55   15   -50
55   16   -50
55   17   -50
55   18   -50
55   21   -50
55   22   -50
55   23   -50
55   24   -50
55   25   -50
55   26   -50
55   27   -50
55   28   -50
55   29   -50
55   31   -50
55   32   -50
55   33   -50
55   34   -50
55   35   -50
55   36   -50
55   37   -50
55   38   -50
55   39   -50
55   41   -50
55   42   -50
55   43   -50
55   44   -50
55   45   -50
55   46   -50
55   47   -50
55   48   -50
55   49   -50
55   50   -50
55   51   -50
55   52   -50
55   53   -50
55   54   -50
55   56   -50
55   57   -50
55   58   -50
55   59   -50
55   61   -50
55   62   -50
55   63   -50
55   64   -50
55   65   -50
55   66   -50
55   67   -50
55   68   -50
55   69   -50
55   71   -50
55   72   -50
55   73   -50
55   74   -50
55   75   -50
55   76   -50
55   77   -50
55   78   -50
55   79   -50
55   81   -50
55   82   -50
55   83   -50
55   84   -50
55   85   -50
55   86   -50
55   87   -50
55   88   -50
55   89   -50
55   92   -50
55   93   -50
55   94   -50
55   95   -50
55   96   -50
55   97   -50
55   98   -50

56   6   -50
56   13   -50
56   14   -50
56   15   -50
56   16   -50
56   17   -50
56   18   -50
56   19   -50
56   22   -50
56   23   -50
56   24   -50
56   25   -50
56   26   -50
56   27   -50
56   28   -50
56   29   -50
56   32   -50
56   33   -50
56   34   -50
56   35   -50
56   36   -50
56   37   -50
56   38   -50
56   39   -50
56   42   -50
56   43   -50
56   44   -50
56   45   -50
56   46   -50
56   47   -50
56   48   -50
56   49   -50
56   51   -50
56   52   -50
56   53   -50
56   54   -50
56   55   -50
56   57   -50
56   58   -50
56   59   -50
56   62   -50
56   63   -50
56   64   -50
56   65   -50
56   66   -50
56   67   -50
56   68   -50
56   69   -50
56   72   -50
56   73   -50
56   74   -50
56   75   -50
56   76   -50
56   77   -50
56   78   -50
56   79   -50
56   82   -50
56   83   -50
56   84   -50
56   85   -50
56   86   -50
56   87   -50
56   88   -50
56   89   -50
56   93   -50
56   94   -50
56   95   -50
56   96   -50
56   97   -50
56   98   -50
56   99   -50

57   7   -50
57   14   -50
57   15   -50
57   16   -50
57   17   -50
57   18   -50
57   19   -50
57   23   -50
57   24   -50
57   25   -50
57   26   -50
57   27   -50
57   28   -50
57   29   -50
57   33   -50
57   34   -50
57   35   -50
57   36   -50
57   37   -50
57   38   -50
57   39   -50
57   43   -50
57   44   -50
57   45   -50
57   46   -50
57   47   -50
57   48   -50
57   49   -50
57   52   -50
57   53   -50
57   54   -50
57   55   -50
57   56   -50
57   58   -50
57   59   -50
57   63   -50
57   64   -50
57   65   -50
57   66   -50
57   67   -50
57   68   -50
57   69   -50
57   73   -50
57   74   -50
57   75   -50
57   76   -50
57   77   -50
57   78   -50
57   79   -50
57   83   -50
57   84   -50
57   85   -50
57   86   -50
57   87   -50
57   88   -50
57   89   -50
57   94   -50
57   95   -50
57   96   -50
57   97   -50
57   98   -50
57   99   -50

58   8   -50
58   15   -50
58   16   -50
58   17   -50
58   18   -50
58   19   -50
58   24   -50
58   25   -50
58   26   -50
58   27   -50
58   28   -50
58   29   -50
58   34   -50
58   35   -50
58   36   -50
58   37   -50
58   38   -50
58   39   -50
58   44   -50
58   45   -50
58   46   -50
58   47   -50
58   48   -50
58   49   -50
58   53   -50
58   54   -50
58   55   -50
58   56   -50
58   57   -50
58   59   -50
58   64   -50
58   65   -50
58   66   -50
58   67   -50
58   68   -50
58   69   -50
58   74   -50
58   75   -50
58   76   -50
58   77   -50
58   78   -50
58   79   -50
58   84   -50
58   85   -50
58   86   -50
58   87   -50
58   88   -50
58   89   -50
58   95   -50
58   96   -50
58   97   -50
58   98   -50
58   99   -50

59   9   -50
59   16   -50
59   17   -50
59   18   -50
59   19   -50
59   25   -50
59   26   -50
59   27   -50
59   28   -50
59   29   -50
59   35   -50
59   36   -50
59   37   -50
59   38   -50
59   39   -50
59   45   -50
59   46   -50
59   47   -50
59   48   -50
59   49   -50
59   54   -50
59   55   -50
59   56   -50
59   57   -50
59   58   -50
59   65   -50
59   66   -50
59   67   -50
59   68   -50
59   69   -50
59   75   -50
59   76   -50
59   77   -50
59   78   -50
59   79   -50
59   85   -50
59   86   -50
59   87   -50
59   88   -50
59   89   -50
59   96   -50
59   97   -50
59   98   -50
59   99   -50

60   10   -50
60   20   -50
60   21   -50
60   22   -50
60   23   -50
60   30   -50
60   31   -50
60   32   -50
60   33   -50
60   34   -50
60   40   -50
60   41   -50
60   42   -50
60   43   -50
60   44   -50
60   50   -50
60   51   -50
60   52   -50
60   53   -50
60   54   -50
60   61   -50
60   62   -50
60   63   -50
60   64   -50
60   65   -50
60   70   -50
60   71   -50
60   72   -50
60   73   -50
60   74   -50
60   80   -50
60   81   -50
60   82   -50
60   83   -50
60   84   -50
60   90   -50
60   91   -50
60   92   -50
60   93   -50
60   94   -50

61   11   -50
61   20   -50
61   21   -50
61   22   -50
61   23   -50
61   24   -50
61   30   -50
61   31   -50
61   32   -50
61   33   -50
61   34   -50
61   35   -50
61   40   -50
61   41   -50
61   42   -50
61   43   -50
61   44   -50
61   45   -50
61   50   -50
61   51   -50
61   52   -50
61   53   -50
61   54   -50
61   55   -50
61   60   -50
61   62   -50
61   63   -50
61   64   -50
61   65   -50
61   66   -50
61   70   -50
61   71   -50
61   72   -50
61   73   -50
61   74   -50
61   75   -50
61   80   -50
61   81   -50
61   82   -50
61   83   -50
61   84   -50
61   85   -50
61   90   -50
61   91   -50
61   92   -50
61   93   -50
61   94   -50
61   95   -50

62   12   -50
62   20   -50
62   21   -50
62   22   -50
62   23   -50
62   24   -50
62   25   -50
62   30   -50
62   31   -50
62   32   -50
62   33   -50
62   34   -50
62   35   -50
62   36   -50
62   40   -50
62   41   -50
62   42   -50
62   43   -50
62   44   -50
62   45   -50
62   46   -50
62   50   -50
62   51   -50
62   52   -50
62   53   -50
62   54   -50
62   55   -50
62   56   -50
62   60   -50
62   61   -50
62   63   -50
62   64   -50
62   65   -50
62   66   -50
62   67   -50
62   70   -50
62   71   -50
62   72   -50
62   73   -50
62   74   -50
62   75   -50
62   76   -50
62   80   -50
62   81   -50
62   82   -50
62   83   -50
62   84   -50
62   85   -50
62   86   -50
62   90   -50
62   91   -50
62   92   -50
62   93   -50
62   94   -50
62   95   -50
62   96   -50

63   13   -50
63   20   -50
63   21   -50
63   22   -50
63   23   -50
63   24   -50
63   25   -50
63   26   -50
63   30   -50
63   31   -50
63   32   -50
63   33   -50
63   34   -50
63   35   -50
63   36   -50
63   37   -50
63   40   -50
63   41   -50
63   42   -50
63   43   -50
63   44   -50
63   45   -50
63   46   -50
63   47   -50
63   50   -50
63   51   -50
63   52   -50
63   53   -50
63   54   -50
63   55   -50
63   56   -50
63   57   -50
63   60   -50
63   61   -50
63   62   -50
63   64   -50
63   65   -50
63   66   -50
63   67   -50
63   68   -50
63   70   -50
63   71   -50
63   72   -50
63   73   -50
63   74   -50
63   75   -50
63   76   -50
63   77   -50
63   80   -50
63   81   -50
63   82   -50
63   83   -50
63   84   -50
63   85   -50
63   86   -50
63   87   -50
63   90   -50
63   91   -50
63   92   -50
63   93   -50
63   94   -50
63   95   -50
63   96   -50
63   97   -50

64   14   -50
64   21   -50
64   22   -50
64   23   -50
64   24   -50
64   25   -50
64   26   -50
64   27   -50
64   30   -50
64   31   -50
64   32   -50
64   33   -50
64   34   -50
64   35   -50
64   36   -50
64   37   -50
64   38   -50
64   40   -50
64   41   -50
64   42   -50
64   43   -50
64   44   -50
64   45   -50
64   46   -50
64   47   -50
64   48   -50
64   50   -50
64   51   -50
64   52   -50
64   53   -50
64   54   -50
64   55   -50
64   56   -50
64   57   -50
64   58   -50
64   60   -50
64   61   -50
64   62   -50
64   63   -50
64   65   -50
64   66   -50
64   67   -50
64   68   -50
64   69   -50
64   70   -50
64   71   -50
64   72   -50
64   73   -50
64   74   -50
64   75   -50
64   76   -50
64   77   -50
64   78   -50
64   80   -50
64   81   -50
64   82   -50
64   83   -50
64   84   -50
64   85   -50
64   86   -50
64   87   -50
64   88   -50
64   90   -50
64   91   -50
64   92   -50
64   93   -50
64   94   -50
64   95   -50
64   96   -50
64   97   -50
64   98   -50

65   15   -50
65   22   -50
65   23   -50
65   24   -50
65   25   -50
65   26   -50
65   27   -50
65   28   -50
65   31   -50
65   32   -50
65   33   -50
65   34   -50
65   35   -50
65   36   -50
65   37   -50
65   38   -50
65   39   -50
65   41   -50
65   42   -50
65   43   -50
65   44   -50
65   45   -50
65   46   -50
65   47   -50
65   48   -50
65   49   -50
65   51   -50
65   52   -50
65   53   -50
65   54   -50
65   55   -50
65   56   -50
65   57   -50
65   58   -50
65   59   -50
65   60   -50
65   61   -50
65   62   -50
65   63   -50
65   64   -50
65   66   -50
65   67   -50
65   68   -50
65   69   -50
65   71   -50
65   72   -50
65   73   -50
65   74   -50
65   75   -50
65   76   -50
65   77   -50
65   78   -50
65   79   -50
65   81   -50
65   82   -50
65   83   -50
65   84   -50
65   85   -50
65   86   -50
65   87   -50
65   88   -50
65   89   -50
65   91   -50
65   92   -50
65   93   -50
65   94   -50
65   95   -50
65   96   -50
65   97   -50
65   98   -50
65   99   -50

66   16   -50
66   23   -50
66   24   -50
66   25   -50
66   26   -50
66   27   -50
66   28   -50
66   29   -50
66   32   -50
66   33   -50
66   34   -50
66   35   -50
66   36   -50
66   37   -50
66   38   -50
66   39   -50
66   42   -50
66   43   -50
66   44   -50
66   45   -50
66   46   -50
66   47   -50
66   48   -50
66   49   -50
66   52   -50
66   53   -50
66   54   -50
66   55   -50
66   56   -50
66   57   -50
66   58   -50
66   59   -50
66   61   -50
66   62   -50
66   63   -50
66   64   -50
66   65   -50
66   67   -50
66   68   -50
66   69   -50
66   72   -50
66   73   -50
66   74   -50
66   75   -50
66   76   -50
66   77   -50
66   78   -50
66   79   -50
66   82   -50
66   83   -50
66   84   -50
66   85   -50
66   86   -50
66   87   -50
66   88   -50
66   89   -50
66   92   -50
66   93   -50
66   94   -50
66   95   -50
66   96   -50
66   97   -50
66   98   -50
66   99   -50

67   17   -50
67   24   -50
67   25   -50
67   26   -50
67   27   -50
67   28   -50
67   29   -50
67   33   -50
67   34   -50
67   35   -50
67   36   -50
67   37   -50
67   38   -50
67   39   -50
67   43   -50
67   44   -50
67   45   -50
67   46   -50
67   47   -50
67   48   -50
67   49   -50
67   53   -50
67   54   -50
67   55   -50
67   56   -50
67   57   -50
67   58   -50
67   59   -50
67   62   -50
67   63   -50
67   64   -50
67   65   -50
67   66   -50
67   68   -50
67   69   -50
67   73   -50
67   74   -50
67   75   -50
67   76   -50
67   77   -50
67   78   -50
67   79   -50
67   83   -50
67   84   -50
67   85   -50
67   86   -50
67   87   -50
67   88   -50
67   89   -50
67   93   -50
67   94   -50
67   95   -50
67   96   -50
67   97   -50
67   98   -50
67   99   -50

68   18   -50
68   25   -50
68   26   -50
68   27   -50
68   28   -50
68   29   -50
68   34   -50
68   35   -50
68   36   -50
68   37   -50
68   38   -50
68   39   -50
68   44   -50
68   45   -50
68   46   -50
68   47   -50
68   48   -50
68   49   -50
68   54   -50
68   55   -50
68   56   -50
68   57   -50
68   58   -50
68   59   -50
68   63   -50
68   64   -50
68   65   -50
68   66   -50
68   67   -50
68   69   -50
68   74   -50
68   75   -50
68   76   -50
68   77   -50
68   78   -50
68   79   -50
68   84   -50
68   85   -50
68   86   -50
68   87   -50
68   88   -50
68   89   -50
68   94   -50
68   95   -50
68   96   -50
68   97   -50
68   98   -50
68   99   -50

69   19   -50
69   26   -50
69   27   -50
69   28   -50
69   29   -50
69   35   -50
69   36   -50
69   37   -50
69   38   -50
69   39   -50
69   45   -50
69   46   -50
69   47   -50
69   48   -50
69   49   -50
69   55   -50
69   56   -50
69   57   -50
69   58   -50
69   59   -50
69   64   -50
69   65   -50
69   66   -50
69   67   -50
69   68   -50
69   75   -50
69   76   -50
69   77   -50
69   78   -50
69   79   -50
69   85   -50
69   86   -50
69   87   -50
69   88   -50
69   89   -50
69   95   -50
69   96   -50
69   97   -50
69   98   -50
69   99   -50

70   20   -50
70   30   -50
70   31   -50
70   32   -50
70   33   -50
70   40   -50
70   41   -50
70   42   -50
70   43   -50
70   44   -50
70   50   -50
70   51   -50
70   52   -50
70   53   -50
70   54   -50
70   60   -50
70   61   -50
70   62   -50
70   63   -50
70   64   -50
70   71   -50
70   72   -50
70   73   -50
70   74   -50
70   75   -50
70   80   -50
70   81   -50
70   82   -50
70   83   -50
70   84   -50
70   90   -50
70   91   -50
70   92   -50
70   93   -50
70   94   -50

71   21   -50
71   30   -50
71   31   -50
71   32   -50
71   33   -50
71   34   -50
71   40   -50
71   41   -50
71   42   -50
71   43   -50
71   44   -50
71   45   -50
71   50   -50
71   51   -50
71   52   -50
71   53   -50
71   54   -50
71   55   -50
71   60   -50
71   61   -50
71   62   -50
71   63   -50
71   64   -50
71   65   -50
71   70   -50
71   72   -50
71   73   -50
71   74   -50
71   75   -50
71   76   -50
71   80   -50
71   81   -50
71   82   -50
71   83   -50
71   84   -50
71   85   -50
71   90   -50
71   91   -50
71   92   -50
71   93   -50
71   94   -50
71   95   -50

72   22   -50
72   30   -50
72   31   -50
72   32   -50
72   33   -50
72   34   -50
72   35   -50
72   40   -50
72   41   -50
72   42   -50
72   43   -50
72   44   -50
72   45   -50
72   46   -50
72   50   -50
72   51   -50
72   52   -50
72   53   -50
72   54   -50
72   55   -50
72   56   -50
72   60   -50
72   61   -50
72   62   -50
72   63   -50
72   64   -50
72   65   -50
72   66   -50
72   70   -50
72   71   -50
72   73   -50
72   74   -50
72   75   -50
72   76   -50
72   77   -50
72   80   -50
72   81   -50
72   82   -50
72   83   -50
72   84   -50
72   85   -50
72   86   -50
72   90   -50
72   91   -50
72   92   -50
72   93   -50
72   94   -50
72   95   -50
72   96   -50

73   23   -50
73   30   -50
73   31   -50
73   32   -50
73   33   -50
73   34   -50
73   35   -50
73   36   -50
73   40   -50
73   41   -50
73   42   -50
73   43   -50
73   44   -50
73   45   -50
73   46   -50
73   47   -50
73   50   -50
73   51   -50
73   52   -50
73   53   -50
73   54   -50
73   55   -50
73   56   -50
73   57   -50
73   60   -50
73   61   -50
73   62   -50
73   63   -50
73   64   -50
73   65   -50
73   66   -50
73   67   -50
73   70   -50
73   71   -50
73   72   -50
73   74   -50
73   75   -50
73   76   -50
73   77   -50
73   78   -50
73   80   -50
73   81   -50
73   82   -50
73   83   -50
73   84   -50
73   85   -50
73   86   -50
73   87   -50
73   90   -50
73   91   -50
73   92   -50
73   93   -50
73   94   -50
73   95   -50
73   96   -50
73   97   -50

74   24   -50
74   31   -50
74   32   -50
74   33   -50
74   34   -50
74   35   -50
74   36   -50
74   37   -50
74   40   -50
74   41   -50
74   42   -50
74   43   -50
74   44   -50
74   45   -50
74   46   -50
74   47   -50
74   48   -50
74   50   -50
74   51   -50
74   52   -50
74   53   -50
74   54   -50
74   55   -50
74   56   -50
74   57   -50
74   58   -50
74   60   -50
74   61   -50
74   62   -50
74   63   -50
74   64   -50
74   65   -50
74   66   -50
74   67   -50
74   68   -50
74   70   -50
74   71   -50
74   72   -50
74   73   -50
74   75   -50
74   76   -50
74   77   -50
74   78   -50
74   79   -50
74   80   -50
74   81   -50
74   82   -50
74   83   -50
74   84   -50
74   85   -50
74   86   -50
74   87   -50
74   88   -50
74   90   -50
74   91   -50
74   92   -50
74   93   -50
74   94   -50
74   95   -50
74   96   -50
74   97   -50
74   98   -50

75   25   -50
75   32   -50
75   33   -50
75   34   -50
75   35   -50
75   36   -50
75   37   -50
75   38   -50
75   41   -50
75   42   -50
75   43   -50
75   44   -50
75   45   -50
75   46   -50
75   47   -50
75   48   -50
75   49   -50
75   51   -50
75   52   -50
75   53   -50
75   54   -50
75   55   -50
75   56   -50
75   57   -50
75   58   -50
75   59   -50
75   61   -50
75   62   -50
75   63   -50
75   64   -50
75   65   -50
75   66   -50
75   67   -50
75   68   -50
75   69   -50
75   70   -50
75   71   -50
75   72   -50
75   73   -50
75   74   -50
75   76   -50
75   77   -50
75   78   -50
75   79   -50
75   81   -50
75   82   -50
75   83   -50
75   84   -50
75   85   -50
75   86   -50
75   87   -50
75   88   -50
75   89   -50
75   91   -50
75   92   -50
75   93   -50
75   94   -50
75   95   -50
75   96   -50
75   97   -50
75   98   -50
75   99   -50

76   26   -50
76   33   -50
76   34   -50
76   35   -50
76   36   -50
76   37   -50
76   38   -50
76   39   -50
76   42   -50
76   43   -50
76   44   -50
76   45   -50
76   46   -50
76   47   -50
76   48   -50
76   49   -50
76   52   -50
76   53   -50
76   54   -50
76   55   -50
76   56   -50
76   57   -50
76   58   -50
76   59   -50
76   62   -50
76   63   -50
76   64   -50
76   65   -50
76   66   -50
76   67   -50
76   68   -50
76   69   -50
76   71   -50
76   72   -50
76   73   -50
76   74   -50
76   75   -50
76   77   -50
76   78   -50
76   79   -50
76   82   -50
76   83   -50
76   84   -50
76   85   -50
76   86   -50
76   87   -50
76   88   -50
76   89   -50
76   92   -50
76   93   -50
76   94   -50
76   95   -50
76   96   -50
76   97   -50
76   98   -50
76   99   -50

77   27   -50
77   34   -50
